,Date,Word,Day_Value
0,2022-05-04,sale,0.9972295249915821
1,2022-05-04,chelsea,0.9999923328326242
2,2022-05-04,thrown,0.37208855430934895
3,2022-05-04,doubt,0.9972295249915821
4,2022-05-04,disagreements,0.37208855430934895
5,2022-05-04,happen,0.37208855430934895
6,2022-05-04,25billion,0.37208855430934895
7,2022-05-04,club,0.9999923328326242
8,2022-05-04,expected,0.37208855430934895
9,2022-05-04,sold,0.37208855430934895
10,2022-05-04,forchelsea,0.37208855430934895
11,2022-05-04,sale,0.9972295249915821
12,2022-05-04,doubt,0.9972295249915821
13,2022-05-04,abramovich,0.37208855430934895
14,2022-05-04,attempts,0.37208855430934895
15,2022-05-04,restructure,0.37208855430934895
16,2022-05-04,deal,0.9972295249915821
0,2022-05-04,drew,0.37208855430934895
1,2022-05-04,spence,0.37208855430934895
2,2022-05-04,leave,0.9972295249915821
3,2022-05-04,chelsea,0.9999923328326242
4,2022-05-04,season,0.37208855430934895
5,2022-05-04,illustrious,0.37208855430934895
6,2022-05-04,spell,0.37208855430934895
7,2022-05-04,club,0.9999923328326242
8,2022-05-04,helped,0.37208855430934895
9,2022-05-04,blues,0.37208855430934895
10,2022-05-04,win,0.37208855430934895
11,2022-05-04,11,0.37208855430934895
12,2022-05-04,trophiesspence,0.37208855430934895
13,2022-05-04,leave,0.9972295249915821
14,2022-05-04,chelsea,0.9999923328326242
15,2022-05-04,hayes,0.37208855430934895
16,2022-05-04,club,0.9999923328326242
17,2022-05-04,legend,0.37208855430934895
0,2022-05-04,action,0.37208855430934895
1,2022-05-04,returns,0.37208855430934895
2,2022-05-04,roodee,0.9972295249915821
3,2022-05-04,highlyanticipated,0.37208855430934895
4,2022-05-04,chester,0.37208855430934895
5,2022-05-04,boodles,0.9972295249915821
6,2022-05-04,festival,0.9972295249915821
7,2022-05-04,horses,0.37208855430934895
8,2022-05-04,worth,0.37208855430934895
9,2022-05-04,keeping,0.37208855430934895
10,2022-05-04,eye,0.37208855430934895
11,2022-05-04,threeday,0.37208855430934895
12,2022-05-04,meeting,0.37208855430934895
13,2022-05-04,cheshire,0.37208855430934895
14,2022-05-04,trackchester,0.37208855430934895
15,2022-05-04,boodles,0.9972295249915821
16,2022-05-04,festival,0.9972295249915821
17,2022-05-04,watch,0.37208855430934895
18,2022-05-04,roodee,0.9972295249915821
0,2022-05-04,newlyappointed,0.37208855430934895
1,2022-05-04,england,0.37208855430934895
2,2022-05-04,captain,0.37208855430934895
3,2022-05-04,ben,0.37208855430934895
4,2022-05-04,stokes,0.37208855430934895
5,2022-05-04,revealed,0.37208855430934895
6,2022-05-04,returning,0.37208855430934895
7,2022-05-04,6,0.9972295249915821
8,2022-05-04,batting,0.9972295249915821
9,2022-05-04,order,0.37208855430934895
10,2022-05-04,believes,0.37208855430934895
11,2022-05-04,teamim,0.37208855430934895
12,2022-05-04,6,0.9972295249915821
13,2022-05-04,stoke,0.37208855430934895
14,2022-05-04,reveals,0.37208855430934895
15,2022-05-04,batting,0.9972295249915821
16,2022-05-04,switch,0.37208855430934895
0,2022-05-04,figure,0.37208855430934895
1,2022-05-04,wwe,0.9972295249915821
2,2022-05-04,hall,0.37208855430934895
3,2022-05-04,famer,0.37208855430934895
4,2022-05-04,ronda,0.37208855430934895
5,2022-05-04,rousey,0.37208855430934895
6,2022-05-04,forgetting,0.37208855430934895
7,2022-05-04,things,0.37208855430934895
8,2022-05-04,ring,0.9972295249915821
0,2022-05-04,evening,0.37208855430934895
1,2022-05-04,sees,0.37208855430934895
2,2022-05-04,key,0.37208855430934895
3,2022-05-04,fixtures,0.37208855430934895
4,2022-05-04,wsl,0.37208855430934895
5,2022-05-04,arsenal,0.37208855430934895
6,2022-05-04,tottenham,0.37208855430934895
7,2022-05-04,north,0.37208855430934895
8,2022-05-04,london,0.37208855430934895
9,2022-05-04,derby,0.37208855430934895
10,2022-05-04,man,0.37208855430934895
11,2022-05-04,city,0.37208855430934895
12,2022-05-04,birmingham,0.37208855430934895
13,2022-05-04,decide,0.9972295249915821
14,2022-05-04,ahead,0.37208855430934895
15,2022-05-04,final,0.37208855430934895
16,2022-05-04,daywsl,0.37208855430934895
17,2022-05-04,midweek,0.37208855430934895
18,2022-05-04,games,0.9972295249915821
19,2022-05-04,decide,0.9972295249915821
0,2022-05-04,19yearold,0.37208855430934895
1,2022-05-04,refuses,0.37208855430934895
2,2022-05-04,deny,0.37208855430934895
3,2022-05-04,agreed,0.37208855430934895
4,2022-05-04,deal,0.9972295249915821
5,2022-05-04,join,0.37208855430934895
6,2022-05-04,liverpool,0.37208855430934895
0,2022-05-04,elden,0.37208855430934895
1,2022-05-04,ring,0.9972295249915821
2,2022-05-04,dataminer,0.37208855430934895
3,2022-05-04,finds,0.37208855430934895
4,2022-05-04,wall,0.37208855430934895
5,2022-05-04,volcano,0.37208855430934895
6,2022-05-04,manor,0.37208855430934895
7,2022-05-04,harms,0.37208855430934895
8,2022-05-04,players,0.37208855430934895
9,2022-05-04,poisoning,0.37208855430934895
10,2022-05-04,contact,0.37208855430934895
0,2022-05-04,promo,0.37208855430934895
1,2022-05-04,cheap,0.37208855430934895
2,2022-05-04,heat,0.37208855430934895
3,2022-05-04,wrestling,0.37208855430934895
4,2022-05-04,veteran,0.37208855430934895
5,2022-05-04,squashes,0.37208855430934895
6,2022-05-04,edges,0.37208855430934895
7,2022-05-04,segment,0.37208855430934895
8,2022-05-04,wwe,0.9972295249915821
9,2022-05-04,raw,0.37208855430934895
10,2022-05-04,exclusive,0.37208855430934895
0,2022-05-04,suspension,0.37208855430934895
1,2022-05-04,paid,0.37208855430934895
2,2022-05-04,nfl,0.37208855430934895
3,2022-05-04,analyst,0.37208855430934895
4,2022-05-04,suggests,0.37208855430934895
5,2022-05-04,deandre,0.37208855430934895
6,2022-05-04,hopkins,0.37208855430934895
7,2022-05-04,missing,0.37208855430934895
8,2022-05-04,games,0.9972295249915821
9,2022-05-04,kyler,0.37208855430934895
10,2022-05-04,murray,0.37208855430934895
11,2022-05-04,contract,0.37208855430934895
12,2022-05-04,extension,0.37208855430934895
0,2022-05-04,cincinnati,0.37208855430934895
1,2022-05-04,toronto,0.37208855430934895
2,2022-05-04,prediction,0.37208855430934895
3,2022-05-04,betting,0.37208855430934895
4,2022-05-04,tips,0.37208855430934895
5,2022-05-04,4,0.37208855430934895
0,2022-05-04,starts,0.37208855430934895
1,2022-05-04,nicely,0.37208855430934895
2,2022-05-04,vicious,0.37208855430934895
3,2022-05-04,exwwe,0.37208855430934895
4,2022-05-04,star,0.37208855430934895
5,2022-05-04,working,0.37208855430934895
6,2022-05-04,vince,0.37208855430934895
7,2022-05-04,mcmahon,0.37208855430934895
0,2022-05-04,dont,0.37208855430934895
1,2022-05-04,formula,0.37208855430934895
2,2022-05-04,1,0.37208855430934895
3,2022-05-04,volkswagen,0.37208855430934895
4,2022-05-04,ceo,0.37208855430934895
5,2022-05-04,priorities,0.37208855430934895
6,2022-05-04,strategically,0.37208855430934895
7,2022-05-04,day,0.37208855430934895
8,2022-05-04,confirming,0.37208855430934895
9,2022-05-04,porsche,0.37208855430934895
10,2022-05-04,audis,0.37208855430934895
11,2022-05-04,f1,0.37208855430934895
12,2022-05-04,entry,0.37208855430934895
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcanhl,0.7602951149649253
7,2022-05-03,highlights,0.9878934746351303
8,2022-05-03,2,1.0
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcamlb,0.6546687955199224
7,2022-05-03,highlights,0.9878934746351303
8,2022-05-03,2,1.0
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcanhl,0.7602951149649253
7,2022-05-03,plays,0.6546687955199224
8,2022-05-03,2,1.0
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcaoilerskings,0.35372482640538616
7,2022-05-03,game,1.0
8,2022-05-03,1,1.0
0,2022-05-03,manchester,0.9999999999770828
1,2022-05-03,united,0.9999999999999998
2,2022-05-03,play,0.9999899669985921
3,2022-05-03,penultimate,0.4736938599518636
4,2022-05-03,game,1.0
5,2022-05-03,premier,0.9987649136878158
6,2022-05-03,league,1.0
7,2022-05-03,season,1.0
8,2022-05-03,weekend,0.8453157718998657
9,2022-05-03,record,0.9740785406197663
10,2022-05-03,brighton,0.35372482640538616
11,2022-05-03,manchester,0.9999999999770828
12,2022-05-03,united,0.9999999999999998
13,2022-05-03,prediction,0.999998866841359
14,2022-05-03,premier,0.9987649136878158
15,2022-05-03,league,1.0
16,2022-05-03,match,0.9999999922523256
17,2022-05-03,07052022,0.9632559892082277
18,2022-05-03,22betbrighton,0.35372482640538616
19,2022-05-03,manchester,0.9999999999770828
20,2022-05-03,united,0.9999999999999998
21,2022-05-03,prediction,0.999998866841359
22,2022-05-03,premier,0.9987649136878158
23,2022-05-03,league,1.0
24,2022-05-03,match,0.9999999922523256
25,2022-05-03,07052022,0.9632559892082277
0,2022-05-03,nfl,1.0
1,2022-05-03,draft,1.0
2,2022-05-03,event,0.9306289968641346
3,2022-05-03,minnesota,0.9999277136034529
4,2022-05-03,vikings,0.9999999999999708
5,2022-05-03,10,0.9999617101306616
6,2022-05-03,players,0.9999277136034529
7,2022-05-03,franchise,0.7602951149649253
8,2022-05-03,vikings,0.9999999999999708
9,2022-05-03,familiar,0.7097327804900376
10,2022-05-03,vikings,0.9999999999999708
11,2022-05-03,territoryvikings,0.7097327804900376
12,2022-05-03,familiar,0.7097327804900376
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcamaple,0.5961167253116648
7,2022-05-03,leafslightning,0.35372482640538616
8,2022-05-03,game,1.0
9,2022-05-03,1,1.0
10,2022-05-03,2,1.0
0,2022-05-03,stanley,0.9306289968641346
1,2022-05-03,cup,0.9999999995319192
2,2022-05-03,playoffs,0.9999998960004248
3,2022-05-03,join,0.8792400084965923
4,2022-05-03,journey,0.4736938599518636
5,2022-05-03,toronto,0.9919882462588104
6,2022-05-03,maple,0.9987649136878158
7,2022-05-03,leafs,1.0
8,2022-05-03,tampa,0.9075543126604715
9,2022-05-03,bay,0.8792400084965923
10,2022-05-03,lightning,0.9740785406197663
11,2022-05-03,firstround,0.9075543126604715
12,2022-05-03,action,0.9489901389830325
13,2022-05-03,sheldon,1.0
14,2022-05-03,keefe,1.0
15,2022-05-03,leafs,1.0
16,2022-05-03,expect,1.0
17,2022-05-03,game,1.0
18,2022-05-03,2,1.0
19,2022-05-03,sportsnetcasportsnet,0.35372482640538616
20,2022-05-03,welcomes,0.4736938599518636
21,2022-05-03,stanley,0.9306289968641346
22,2022-05-03,cup,0.9999999995319192
23,2022-05-03,playoffs,0.9999998960004248
0,2022-05-03,villarreal,0.9992677293824642
1,2022-05-03,shock,0.7602951149649253
2,2022-05-03,early,0.6546687955199224
3,2022-05-03,lead,0.9489901389830325
4,2022-05-03,liverpool,0.9999899669985921
5,2022-05-03,live,0.9999999999919997
0,2022-05-03,real,0.9999998960004248
1,2022-05-03,madrid,0.9999999922523256
2,2022-05-03,manchester,0.9999999999770828
3,2022-05-03,city,0.9999999995319192
4,2022-05-03,santiago,0.5961167253116648
5,2022-05-03,bernabeu,0.5353240898823204
6,2022-05-03,leg,0.9999801747780325
7,2022-05-03,semifinal,0.9995754427323591
8,2022-05-03,tie,0.7602951149649253
9,2022-05-03,202122,0.8792400084965923
10,2022-05-03,uefa,0.8056287650697762
11,2022-05-03,champions,0.9999999999770828
12,2022-05-03,league202122,0.35372482640538616
13,2022-05-03,uefa,0.8056287650697762
14,2022-05-03,champions,0.9999999999770828
15,2022-05-03,league,1.0
16,2022-05-03,semifinals,0.8792400084965923
17,2022-05-03,leg,0.9999801747780325
18,2022-05-03,real,0.9999998960004248
19,2022-05-03,madrid,0.9999999922523256
20,2022-05-03,manchester,0.9999999999770828
21,2022-05-03,city,0.9999999995319192
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcathe,0.35372482640538616
7,2022-05-03,funeral,0.5353240898823204
8,2022-05-03,guy,0.9820952413415379
9,2022-05-03,lafleur,0.9306289968641346
0,2022-05-03,luka,0.8453157718998657
1,2022-05-03,doncic,0.9489901389830325
2,2022-05-03,scored,0.99975931561862
3,2022-05-03,45,0.4736938599518636
4,2022-05-03,big,0.9967128867687367
5,2022-05-03,points,0.9999277136034529
6,2022-05-03,suns,0.9878934746351303
7,2022-05-03,held,0.6546687955199224
8,2022-05-03,big,0.9967128867687367
9,2022-05-03,lead,0.9489901389830325
10,2022-05-03,game,1.0
11,2022-05-03,long,0.8453157718998657
12,2022-05-03,game,1.0
13,2022-05-03,close,0.6546687955199224
14,2022-05-03,final,0.9995754427323591
15,2022-05-03,scoresfinal,0.35372482640538616
16,2022-05-03,score,0.9306289968641346
17,2022-05-03,suns,0.9878934746351303
18,2022-05-03,game,1.0
19,2022-05-03,1,1.0
20,2022-05-03,mavericks,0.9632559892082277
21,2022-05-03,121114,0.6546687955199224
0,2022-05-03,sheldon,1.0
1,2022-05-03,keefe,1.0
2,2022-05-03,leafs,1.0
3,2022-05-03,expect,1.0
4,2022-05-03,game,1.0
5,2022-05-03,2,1.0
6,2022-05-03,sportsnetcaujiri,0.35372482640538616
7,2022-05-03,reflects,0.4736938599518636
8,2022-05-03,raptors,0.9075543126604715
9,2022-05-03,season,1.0
0,2022-05-03,round,0.9992677293824642
1,2022-05-03,nhl,0.8792400084965923
2,2022-05-03,stanley,0.9306289968641346
3,2022-05-03,cup,0.9999999995319192
4,2022-05-03,playoffs,0.9999998960004248
5,2022-05-03,began,0.5961167253116648
6,2022-05-03,2,1.0
7,2022-05-03,games,1.0
8,2022-05-03,expect,1.0
9,2022-05-03,opening,0.5353240898823204
10,2022-05-03,round,0.9992677293824642
11,2022-05-03,nhl,0.8792400084965923
12,2022-05-03,stanley,0.9306289968641346
13,2022-05-03,cup,0.9999999995319192
14,2022-05-03,playoffs,0.9999998960004248
15,2022-05-03,exciting,0.6546687955199224
16,2022-05-03,professional,0.7097327804900376
17,2022-05-03,16,0.6546687955199224
18,2022-05-03,teams,0.9999999922523256
